품목명,HS코드
헤모글로빈과 글로불린(globulin),3006922020
색시톡신(saxitoxin)과 리신(ricin),300692203
색시톡신(saxitoxin),3006922031
리신(ricin),3006922032
제3003호와 제3004호의 것,3006923000
제3005호와 제3006호의 것,3006924000
"소호 제3824.84호부터 제3824.88호까지, 제3824.91호, 제3824.99호의 것",3006925000
공인된 임상시험에 사용하는 플라세보(placebo)와 맹검(또는 이중 맹검) 임상시험 키트(일정한 투여량으로 한 것으로 한정한다),3006930000
동물성 비료,3101001000
식물성 비료,3101002000
동물성ㆍ식물성 물품을 혼합하거나 화학적으로 처리한 비료,3101003000
비료나 비료제조용,3102101000
황산암모늄,3102210000
황산암모늄과 질산암모늄의 겹염,3102291000
황산암모늄과 질산암모늄의 혼합물,3102292000
질산암모늄(수용액의 것인지에 상관없다),3102300000
질산암모늄의 혼합물(탄산칼슘이나 그 밖의 비료성분이 아닌 무기물을 첨가한 것으로 한정한다),3102400000
천연의 것,3102501000
질산칼슘ㆍ질산암모늄의 겹염과 혼합물,3102600000
요소ㆍ질산암모늄의 혼합물(수용액이나 암모니아용액을 혼합한 것으로 한정한다),3102800000
질산칼슘과 질산마그네슘의 겹염,3102901000
오산화인(P2O5)의 함유량이 전 중량의 100분의 35 이상인 것,3103110000
염화칼륨,3104200000
산화칼륨으로 계산한 칼륨분의 함유량이 전 중량의 100분의 52 이하인 것,3104301000
황산마그네슘칼륨,31049010
산화칼륨으로 계산한 칼륨분의 함유량이 전 중량의 100분의 30 이하인 것,3104901010
이 류에 열거한 물품을 태블릿(tablet) 모양이나 이와 유사한 모양으로 한 것이거나 용기를 포함한 한 개의 총중량이 10킬로그램 이하로 포장한 것,3105100000
질소ㆍ인ㆍ칼륨을 함유한 광물성 비료나 화학비료,3105200000
오르토인산수소 이암모늄(인산이암모늄),3105300000
"오르토인산이수소암모늄(인산일암모늄), 이것과 오르토인산수소이암모늄(인산이암모늄)의 혼합물",3105400000
질산염과 인산염을 함유한 비료,3105510000
인과 칼륨을 함유한 광물성 비료나 화학비료,3105600000
질소와 칼륨을 함유한 비료,3105901000
퀘브라쵸 추출물(quebracho extract),3201100000
왓틀 추출물(wattle extract),3201200000
방향족 신탄스,3202101000
수지성 유연제,3202103000
무기유연제,3202901000
식물성 착색제,3203001000
동물성 착색제,32030020
코치닐(cochineal),3203002010
세피아(sepia),3203002030
식물성이나 동물성 착색제를 기본 재료로 한 조제품,3203003000
분산성 염료 중간체[프레스케익(press cake)으로 한정한다],3204111000
산성염료와 및 이들을 기본 재료로 한 조제품,3204121000
매염염료와 이들을 기본 재료로 한 조제품,3204122000
염기성 염료와 이들을 기본 재료로 한 조제품,3204130000
직접 염료와 이들을 기본 재료로 한 조제품,3204140000
건염(建染) 염료(그 상태에서 안료로 사용할 수 있는 것을 포함한다)와 이들을 기본 재료로 한 조제품,3204150000
반응성 염료와 이들을 기본 재료로 한 조제품,3204160000
안료 색소와 이들을 기본 재료로 한 조제품,3204170000
카로티노이드 착색제와 이들을 기본재료로 한 조제품,3204180000
유기용제 용해염료와 이들을 기본 재료로 한 조제품,3204191000
황화염료ㆍ황화 건염염료와 이들을 기본 재료로 한 조제품,3204193000
형광증백제로 사용되는 종류의 합성유기생산품,3204200000
합성 유기루미노퍼(luminophore),32049010
유기발광다이오드(오엘이디) 제조용,3204901010
플라스틱 안료색소,3205001000
건조 상태로 계산하여 이산화티타늄의 중량이 100분의 80 이상 함유된 것,3206110000
크로뮴화합물을 기본 재료로 한 안료와 그 조제품,3206200000
군청,3206411000
리토폰(lithopone),3206421000
아연회,3206491000
코발트 화합물을 기본 재료로 한 안료,3206495000
카드뮴화합물을 기본 재료로 한 안료와 그 조제품,3206496000
루미노퍼(luminophore)로 사용되는 무기물,3206500000
조제 안료ㆍ조제 유백제(乳白劑)ㆍ조제 그림물감과 이와 유사한 조제품,3207100000
법랑과 유약,3207201000
슬립,3207202000
금으로 만든 것,3207301000
백금으로 만든 것,3207302000
팔라듐으로 만든 것,3207303000
은으로 만든 것,3207304000
유리 프리트(frit)와 그 밖의 유리[가루ㆍ알갱이ㆍ플레이크(flake) 모양인 것으로 한정한다],3207400000
페인트(에나멜을 포함한다),32081010
에나멜,3208101010
바니시(varnish)[래커(lacquer)를 포함한다],3208102000
이 류의 주 제4호의 용액,3208103000
아크릴 중합체를 기본 재료로 한 것,32082010
비닐 중합체를 기본 재료로 한 것,32082020
셀룰로오스유도체를 기본 재료로 한 것,32089010
기타 합성중합체를 기본 재료로 한 것,32099010
드라잉 오일,321000101
오일 바니시(varnish),3210002010
락ㆍ천연 검이나 천연 수지를 기본 재료로 한 바니시(varnish)와 래커(lacquer),3210002020
역청질ㆍ피치이나 이와 유사한 물품을 기본 재료로 한 바니시(varnish),3210002030
용제를 함유하지 않은 액상 바니시(varnish),3210002040
디스템퍼(distemper)와 피혁의 완성가공용으로 사용하는 조제 수성안료,32100030
디스템퍼(distemper),3210003010
조제 드라이어,3211000000
스탬프용 박(箔),3212100000
소매용의 모양이나 포장으로 한 염료와 그 밖의 착색제,3212901000
유성 물감,3213101000
수성 물감,3213102000
매스틱,32141010
고무를 기본 재료로 한 것,3214101060
수지매스틱과 수지시멘트,3214101080
도장용 충전제,3214102000
흑색,3215110000
필기용 잉크,3215901000
제도용 잉크,3215902000
복사용 잉크,3215903000
볼펜용 잉크,32159040
유성,3215904010
수성,3215904020
유성ㆍ수성 겸용,3215904030
금속성 잉크,3215905000
마크용 잉크,32159060
오렌지유,3301120000
레몬유,3301130000
박하유[멘타 피페리타(Mentha piperita)],3301240000
그 밖의 민트류로 만든 것,3301250000
레지노이드(resinoid),3301300000
정유(essential oil)에서 테르펜을 제거할 때에 생기는 테르펜계 부산물,3301901000
정유(essential oil)의 농축물,3301902000
정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution),3301903000
추출한 올레오레진(oleoresin),3301904
아편에서 추출한 것,3301904100
감초에서 추출한 것,3301904200
홉(hop)에서 추출한 것,3301904300
제충국(除蟲菊)에서 추출한 것이나 로테논(rotenone)을 함유하는 식물 뿌리에서 추출한 것,3301904400
인삼에서 추출한 것,33019045
백삼에서 추출한 것,3301904510
홍삼에서 추출한 것,3301904520
그 밖의 인삼에서 추출한 것,3301904530
캐슈너트 쉘액(cashew nut shell liquid)에서 추출한 것,3301904600
생칠(生漆)에서 추출한 것,3301904700
식품공업용,3302101000
음료공업용,33021020
음료제조용 조제품,330210201
알코올성 합성 조제품,3302102011
향수,3303001000
화장수,3303002000
립스틱,3304101000
아이섀도,3304201000
네일에나멜,3304301000
페이스파우다,3304911000
베이비파우다(탈쿰파우다를 포함한다),3304912000
기초화장용 제품류,3304991000
메이크업용 제품류,3304992000
어린이용 제품류,3304993000
샴푸,3305100000
퍼머넌트 웨이빙(permanent waving)용이나 스트레이트닝(straightening)용 제품류,3305200000
헤어 래커(hair lacquer),3305300000
헤어린스,3305901000
헤어크림,3305902000
치약,3306100000
나일론이나 그 밖의 폴리아미드의 것,33062010
강력사나 단사로서 꼬임이 없거나 미터당 50회 이하의 꼬임의 것,330620101
70데시텍스를 초과하지 않는 것,3306201011
구성하는 단사가 50텍스를 초과하는 것,3306201020
구강위생용 제품류,3306901000
치과위생용 제품류,3306902000
애프터 셰이빙로션,3307101000
인체용 탈취제와 땀 억제제,3307200000
가향한 목욕용 염,3307301000
그 밖의 목욕용 제품류,3307302000
아가바티(agarbatti)와 그 밖의 연소시켜 사용하는 향기성의 조제품,3307410000
제모제,3307901000
콘택트렌즈의 액이나 의안의 액,3307903000
마스크 팩,3307904000
약용비누,3401111000
"비누, 유기계면활성제품과 조제품(막대(bar) 모양ㆍ케이크 모양ㆍ주형 모양으로 된 것)",34011910
세탁비누,3401191010
비누나 세제를 침투시키거나 도포한 종이ㆍ워딩(wadding)ㆍ펠트(felt)와 부직포,3401192000
그 밖의 모양의 비누,3401200000
"피부세척용 유기계면활성제품과 조제품(액체나 크림 형태의 소매용으로 한정하며, 비누를 함유한 것인지에 상관없다)",3401300000
선형 알킬벤젠 술폰산과 그 염,3402310000
양이온성,3402410000
조제 세제,3402501000
조제 청정제,3402502000
조제 계면활성제,3402901000
방직용 재료의 처리용 조제품,3403111000
가죽이나 모피의 처리용 조제품,3403112000
조제 절삭유,3403191000
방청제나 부식방지제,3403193000
이형(mold release) 조제품,3403194000
신선용(伸線用) 조제 윤활제,3403195000
폴리(옥시에틸렌)(폴리에틸렌글리콜)의 것,3404200000
인조 왁스,34049010
클로로 파라핀왁스,3404901010
폴리알킬렌왁스,3404901030
화학적으로 변성한 갈탄왁스,3404901040
조제 왁스,3404902000
신발용이나 가죽용 광택제ㆍ크림과 이와 유사한 조제품,3405100000
목제가구ㆍ마루나 그 밖의 목제품의 유지용 광택제ㆍ크림과 이와 유사한 조제품,3405200000
차체(coachwork)용 광택제와 이와 유사한 조제품(금속용 광택제는 제외한다),3405300000
조제 연마페이스트(paste)ㆍ조제 연마가루와 그 밖의 연마용 조제품,3405400000
금속용 광택제와 크림,34059010
다이아몬드 가루나 더스트를 기본 재료로 한 것,3405901030
양초와 이와 유사한 물품,3406000000
조형용 페이스트(paste),3407001000
치과용 왁스나 치과용 인상재료,3407002000
플라스터를 기본 재료로 한 기타 치과용 조제품,3407003000
커피 크리머 제조용,3501101000
카세인산염(caseinate)과 그 밖의 카세인(casein) 유도체,3501901
카세인산염(caseinate),35019011
그 밖의 카세인(casein) 유도체,3501901200
카세인 글루(casein glue),3501902000
밀크알부민(둘 이상의 유장단백질의 농축물을 포함한다),3502200000
알부민산염과 그 밖의 알부민 유도체,3502901000
젤라틴과 젤라틴 유도체,35030010
젤라틴,3503001010
젤라틴 유도체,3503001020
아이징글라스(isinglass),3503002000
그 밖의 동물성 글루(glue),3503003000
펩톤(peptone)과 이들의 유도체,35040010
펩톤(peptone),3504001010
펩톤(peptone) 유도체,3504001020
그 밖의 단백질계 물질과 이들의 유도체,35040020
케라틴,3504002010
핵산단백질,3504002020
분리단백질,3504002030
하이드 파우더(hide powder),3504003000
덱스트린,3505101000
가용성 전분(아밀로겐),3505102000
배소전분,3505103000
프리젤라티나이지드(pregelatinised)전분이나 스웰링 전분,35051040
에테르화전분이나 에스테르화전분,35051050
전분 글루(glue),3505201000
덱스트린 글루(glue),3505202000
플라스틱(인조수지를 포함한다)을 기본 재료로 한 것,3506102000
광학용 투명 점착 필름 접착제ㆍ광학용 투명 경화성 액상 접착제(평판디스플레이 또는 터치 감지 스크린 패널의 제조에 전용 또는 주로 사용되는 종류의 것으로 한정한다),3506911000
비엔나 글루(glue),3506991000
레네트(rennet)와 이들의 농축물,3507100000
췌장계 효소,3507901000
"파파인, 브로멜라인과 피신",3507904000
미생물에서 얻은 아밀라제와 프로테아제,35079060
아밀라제,3507906010
프로테아제,3507906020
펙틴효소,3507907000
흑색화약,3601001000
무연화약,3601002000
폭약(화약은 제외한다),3602000000
도화선,3603100000
도폭선,3603200000
격발뇌관(percussion cap),3603300000
뇌관(detonating cap),3603400000
점화기,3603500000
전기뇌관,3603600000
불꽃제품,3604100000
신호용 조명탄,3604901000
성냥(제3604호의 화공품은 제외한다),3605000000
흡연용 라이터나 이와 유사한 라이터를 충전하거나 재충전하기 위하여 사용되는 용기(용량이 300세제곱센티미터 이하인 것으로 한정한다)에 넣은 액체연료ㆍ액화가스연료,3606100000
엑스선용,3701100000
인스턴트 프린트필름,3701200000
인쇄제판용,3701302000
인쇄회로기판용,3701303000
평판디스플레이용[블랭크마스크(blank mask)로 한정한다],3701304000
영화필름,3702311000
폭이 16밀리미터 초과 35밀리미터 이하로서 길이가 30미터 이하인 것(슬라이드용으로 한정한다),3702530000
롤 모양(폭이 610밀리미터를 초과하는 것으로 한정한다),3703100000
사진복사용,3703203000
사진플레이트와 필름,3704001
영화용,3704001100
오프셋 복사용(엽서ㆍ그림엽서ㆍ카드ㆍ캘린더 제작용으로 한정한다),3704001200
사진 인화지ㆍ판지ㆍ직물,3704002000
오프셋 복사용,37050010
엽서ㆍ그림엽서ㆍ카드와 캘린더 제작용,3705001010
폭이 35밀리미터 이상인 것,3706100000
감광유제,3707100000
포토레지스트(photo-resist),37079010
현상제,37079020
정착제,3707903000
조색제,3707909200
세정제,3707909300
콜로이드흑연이나 반콜로이드흑연,3801200000
전극용 탄소질 페이스트(paste)와 노(爐) 내장용의 이와 유사한 페이스트(paste),3801300000
활성탄,3802100000
활성 규조토,3802901000
활성토,3802903000
톨유(tall oil)(정제한 것인지에 상관없다),3803000000
검테레빈유,3805101000
우드테레빈유,3805102000
황산테레빈유,3805103000
로진(rosin),3806101000
수지산,3806102000
"로진염, 수지산염, 로진(rosin)ㆍ수지산 유도체의 염[로진(rosin) 부가물의 염은 제외한다]",3806200000
에스테르 검(ester gum),3806300000
식물성 피치(pitch),3807003000
목초액,3807009010
디디티(ISO)[클로페노탄(INN)](순중량이 300그램 이하로 포장한 것에 한정한다),3808520000
제초제,3808931000
발아억제제,3808932000
식물성장조절제,3808933000
소독제,3808940000
살서제(쥐약),3808991000
전분질을 기본 재료로 한 것,3809100000
섬유산업이나 이와 유사한 산업에서 사용하는 것,3809910000
제지산업이나 이와 유사한 산업에서 사용하는 것,3809920000
가죽산업이나 이와 유사한 산업에서 사용하는 것,3809930000
금속표면처리용 침지 조제품,3810101000
